0,0,30
1,1,27
2,2,47
3,3,26
4,4,28
5,5,29
6,6,29
7,7,22
8,0,33
9,0,2
10,0,34
11,0,42
12,0,24
13,0,45
14,0,48
15,-307159281,47
16,0,4
17,0,8
18,0,44
19,0,23
20,0,39
21,0,32
22,0,29
23,0,5
24,0,45
25,-323936498,30
26,0,15
27,0,33
28,0,6
29,0,3
30,0,24
31,0,39
32,0,3
33,-323936498,8
34,0,42
35,0,22
36,0,1
37,0,30
38,0,46
39,0,26
40,0,26
41,-374202616,32
42,0,47
43,0,14
44,0,13
45,-323936498,4
46,0,24
47,0,50
48,0,5
49,0,16
50,0,23
51,0,8
52,0,26
53,-323936498,28
54,0,41
55,0,10
56,0,49
57,0,1
58,0,25
59,0,7
60,0,29
61,-307159281,30
62,0,44
63,0,45
64,0,40
65,0,4
66,0,3
67,0,33
68,0,24
69,0,34
70,0,30
71,-323936498,30
72,0,41
73,0,34
74,0,39
75,0,44
76,0,45
77,0,48
78,0,30
79,-323936498,37
80,0,31
81,0,41
82,0,16
83,0,6
84,0,30
85,0,32
86,0,16
87,-323936498,38
88,0,18
89,0,48
90,0,29
91,0,40
92,0,31
93,0,29
94,0,36
95,-390979831,21
96,0,31
97,0,12
98,0,30
99,0,18
100,0,34
101,-323936498,39
102,0,2
103,0,23
104,0,14
105,0,12
106,0,38
107,0,9
108,0,32
109,-323936498,20
110,0,37
111,0,44
112,0,23
113,0,42
114,0,7
115,0,23
116,0,29
117,-323936498,9
118,0,18
119,0,32
120,0,50
121,0,4
122,0,35
123,0,5
124,0,47
125,-323936498,12
126,0,27
127,0,1
128,0,23
129,0,1
130,0,34
131,0,4
132,0,24
133,-323936498,36
134,0,5
135,0,28
136,0,9
137,0,48
138,0,5
139,0,11
140,0,6
141,-323936498,0
142,0,25
143,0,0
144,0,25
145,0,12
146,0,46
147,0,34
148,0,32
149,-390979831,34
150,0,7
151,0,22
152,0,12
153,0,32
154,0,1
155,-877584599,42
156,0,21
157,0,37
158,0,10
159,0,31
160,0,15
161,0,3
162,0,47
163,0,40
164,0,1
165,0,1
166,0,33
167,0,12
168,0,30
169,0,8
170,0,48
171,0,46
172,0,14
173,0,49
174,0,8
175,0,4
176,0,36
177,0,39
178,0,29
179,0,6
180,0,21
181,0,47
182,0,39
183,0,34
184,0,6
185,0,47
186,0,4
187,0,20
188,0,36
189,0,18
190,0,10
191,0,28
192,0,9
193,0,49
194,0,37
195,0,43
196,0,35
197,0,37
198,0,22
199,0,21
200,0,22
201,0,45
202,0,39
203,0,38
204,0,33
205,0,22
206,0,3
207,0,24
208,0,36
209,0,35
210,0,38
211,0,4
212,0,13
213,0,27
214,0,30
215,0,27
216,0,28
217,0,36
218,0,46
219,0,12
220,0,47
221,0,9
222,0,22
223,0,10
224,0,22
225,-323936498,26
226,0,22
227,0,28
228,0,25
229,0,20
230,0,5
231,0,44
232,0,44
233,-323936498,24
234,0,49
235,0,30
236,0,4
237,0,0
238,0,11
239,0,31
240,0,27
241,-323936498,18
242,0,4
243,0,16
244,0,17
245,0,34
246,0,27
247,0,43
248,0,33
249,-323936498,18
250,0,19
251,0,3
252,0,31
253,0,15
254,0,10
255,0,36
256,0,40
257,-323936498,29
258,0,14
259,0,43
260,0,43
261,0,36
262,0,48
263,0,10
264,0,34
265,-323936498,42
266,0,14
267,0,10
268,0,2
269,0,42
270,0,13
271,0,46
272,0,32
273,-390979831,33
274,0,14
275,0,41
276,0,48
277,0,37
278,0,18
279,-323936498,17
280,0,25
281,0,46
282,0,36
283,0,29
284,0,50
285,0,37
286,0,18
287,-323936498,41
288,0,40
289,0,42
290,0,36
291,0,43
